TRUE,StyleCop.CSharp.SpacingRules,SA1000,KeywordsMustBeSpacedCorrectly,キーワード「{0}」の前後の空白が不正です。,予約語の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1001,CommasMustBeSpacedCorrectly,コンマの前後の空白が不正です。,コンマの前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1002,SemicolonsMustBeSpacedCorrectly,セミコロンの前後の空白が不正です。,セミコロンの前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1003,SymbolsMustBeSpacedCorrectly,「{0}」記号の前後の空白が不正です。,演算子記号の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1004,DocumentationLinesMustBeginWithSingleSpace,XMLヘッダ行は空白１つから始めてください。,ドキュメントの先頭のスラッシュの後に空白が１つあることを検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1005,SingleLineCommentsMustBeginWithSingleSpace,コメントの先頭には空白１を入れてください。このエラーを検出しないようにする場合は、コメントを「//」の変わりに「////」から始めてください。,コメントの前のスラッシュの後に空白が１つあることを検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1006,PreprocessorKeywordsMustNotBePrecededBySpace,プリプロセッサタイプキーワードは、空白で始めないでください。,プリプロセッサ文の左ハッシュ記号とキーワードの間に空白が無いことを検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1007,OperatorKeywordMustBeFollowedBySpace,演算子用のキーワードの後には空白が必要です。,演算子のオーバロードのキーワード「operator」と左演算子の間に空白が１つあることを検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1008,OpeningParenthesisMustBeSpacedCorrectly,左括弧の前後の空白が不正です。,左括弧の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1009,ClosingParenthesisMustBeSpacedCorrectly,右括弧の前後の空白が不正です。,右括弧の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1010,OpeningSquareBracketsMustBeSpacedCorrectly,左角括弧の前後の空白が不正です。,左角括弧の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1011,ClosingSquareBracketsMustBeSpacedCorrectly,右角括弧の前後の空白が不正です。,右角括弧の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1012,OpeningCurlyBracketsMustBeSpacedCorrectly,左中括弧の前後の空白が不正です。,左中括弧の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1013,ClosingCurlyBracketsMustBeSpacedCorrectly,右中括弧の前後の空白が不正です。,右中括弧の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1014,OpeningGenericBracketsMustBeSpacedCorrectly,ジェネリックタイプの左括弧の前後の空白が不正です。,ジェネリックタイプの左括弧の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1015,ClosingGenericBracketsMustBeSpacedCorrectly,ジェネリックタイプの右括弧の前後の空白が不正です。,ジェネリックタイプの右括弧の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1016,OpeningAttributeBracketsMustBeSpacedCorrectly,左の角括弧の前後の空白が不正です。,左の角括弧の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1017,ClosingAttributeBracketsMustBeSpacedCorrectly,右の角括弧の前後の空白が不正です。,右の角括弧の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1018,NullableTypeSymbolsMustNotBePrecededBySpace,nullableタイプ記号は空白で始めないでください。,nullableタイプ記号の前に空白が無いことを検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1019,MemberAccessSymbolsMustBeSpacedCorrectly,メンバーアクセス記号の前後の空白が不正です。,メンバーアクセス記号の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1020,IncrementDecrementSymbolsMustBeSpacedCorrectly,インクリメント演算子及びデクリメント演算子の前後の空白が不正です。,インクリメント演算子及びデクリメント演算子の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1021,NegativeSignsMustBeSpacedCorrectly,負符号記号の前後の空白が不正です。,負符号記号の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1022,PositiveSignsMustBeSpacedCorrectly,正符号の前後の空白が不正です。,正符号の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1023,DereferenceAndAccessOfSymbolsMustBeSpacedCorrectly,デリファレンス及びアドレスオブ記号の前後の空白が不正です。,デリファレンス及びアドレスオブ記号の前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1024,ColonsMustBeSpacedCorrectly,コロン（「:」）の前後の空白が不正です。,コロンの前後の空白を検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1025,CodeMustNotContainMultipleWhitespaceInARow,連続した空白があります。一つに纏めてください。,連続した空白が無いことを検証する。
TRUE,StyleCop.CSharp.SpacingRules,SA1026,CodeMustNotContainSpaceAfterNewKeywordInImplicitlyTypedArrayAllocation,暗黙のタイプ配列割付のキーワードnewと左角括弧の間に空白を入れないでください。,暗黙のタイプ配列割付のキーワードnewと左角括弧の間に空白が入っていないことを検証する。
FALSE,StyleCop.CSharp.SpacingRules,SA1027,TabsMustNotBeUsed,タブの利用は禁止されています。代わりに空白を使ってください。,コードにタブが無いことを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1100,DoNotPrefixCallsWithBaseUnlessLocalImplementationExists,項目がvirtualとして宣伝されて、ローカルクラスでオーバライドが定義されている場合は、{0}の呼び出しは接頭辞「base.」のみを使うべき。その他の場合は、接頭辞を「base.」ではなく「this.」にしてください。,接頭辞「base.」が誤用されていないことを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1101,PrefixLocalCallsWithThis,呼び出し {0} はこのクラスのメンバーであることを示すために、「this.」を記述してください。,ローカルメンバーの呼び出しに「this.」が付けられているか検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1102,QueryClauseMustFollowPreviousClause,クエリー式の句は前の句の次の行から始めてください。行間に空行を入れないでください。,クエリー式の句間に空の改行がないことを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1103,QueryClausesMustBeOnSeparateLinesOrAllOnOneLine,クエリー式のすべての句は同じ行に記述するか、句毎を別々の行に記述してください。,クエリー式が一行に記述されていない場合は、クエリー式の各句が独自の行に記述されているか検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1104,QueryClauseMustBeginOnNewLineWhenPreviousClauseSpansMultipleLines,前のクエリー式の句が数行を跨る場合は、クエリー式の句は新しい行から記述してください。,クエリー式の句が数行に記述されている場合は、句が独自の行に記述されていることを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1105,QueryClausesSpanningMultipleLinesMustBeginOnOwnLine,クエリー式が複数行をまたがる場合は、新しい行から始めてください。,数行を股がうクエリー式の句が新しい行から記述されていることを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1106,CodeMustNotContainEmptyStatements,不要なセミコロン（「;」）が含まれています。,コードに不要なセミコロン（「;」）が含まれていないことを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1107,CodeMustNotContainMultipleStatementsOnOneLine,１行には１文のみを記述してください。,1行に複数の命令文が記述されていないことを検証する
TRUE,StyleCop.CSharp.ReadabilityRules,SA1108,BlockStatementsMustNotContainEmbeddedComments,コメントは括弧文の中に記述しないでください。,ブラケットされた文で、宣伝と左ブラケットの間にコメントが記述されていないことを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1109,BlockStatementsMustNotContainEmbeddedRegions,括弧の中にregionを記述しないでください。,ブラケットされた文で、宣伝と左ブラケットの間にregionが無いことを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1110,OpeningParenthesisMustBeOnDeclarationLine,左括弧及びブラケットを{0}の名前と同じ行に記述してください。,パラメータリストの左ブラケットが、同じ行のメソッド名の直後に記述されていることを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1111,ClosingParenthesisMustBeOnLineOfLastParameter,右括弧及びブラケットはパラメータリストの最後のパラメータと同じ行に記述してください。,パラメータリストの右ブラケットが同じ行で、最後のパラメータの直後に記述されていることを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1112,ClosingParenthesisMustBeOnLineOfOpeningParenthesis,右括弧及びブラケットを左括弧及びブラケットと同じ行に記述してください。,パラメータにパラメータが無い場合は、パラメータリストの右ブラケットが左ブラケットの直後に記述されていることを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1113,CommaMustBeOnSameLineAsPreviousParameter,コンマは前のパラメータと同じ行に記述してください。,パラメータ間のコンマが前のパラメータと同じ行で、その直後に記述されていることを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1114,ParameterListMustFollowDeclaration,パラメータリストの最初のパラメータは左ブラケットと同じ行又は次の行に記述してください。,パラメータリストの最初のパラメータが、左ブラケットと同じ行又は次の行に記述されていることを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1115,ParameterMustFollowComma,パラメータを前のパラメータの次の行に記述してください。,数行を跨るパラメータリストの場合は、前のコンマの次の行にパラメータが記述されていることを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1116,SplitParametersMustStartOnLineAfterDeclaration,パラメータ{0}が別々の行にある場合は、最初のパラメータはメソッド名{0}の下の位置から記述してください。,数行を跨るパラメータリストの場合は、パラメータリストの最初のパラメータは、左ブラケットの次の行に記述されていることを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1117,ParametersMustBeOnSameLineOrSeparateLines,{0}すべてのパラメータを一行に記述するか、パラメータ毎に改行をしてください。,パラメータがすべて同じ行に記述されていない場合は、パラメータ毎に独自の行に記述されていることを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1118,ParameterMustNotSpanMultipleLines,パラメータは数行に跨っています。パラメータが短い場合は、すべて１行に記述してください。それ以外の場合は、パラメータの内容と一時変数に保存し、一時変数をパラメータに引き渡して下さい。,パラメータリストの最初のパラメータ以外は、パラメータが数行を跨らないことを検証する。
TRUE,StyleCop.CSharp.MaintainabilityRules,SA1119,StatementMustNotUseUnnecessaryParenthesis,行に不要な括弧があります。,コードに多く及び不要な括弧がないことを検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1120,CommentsMustContainText,空のコメントです。コメント文を記入するか、コメントを削除してください。,コメントに内容が記述されているか検証する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1121,UseBuiltInTypeAlias,{1}及び{2}の代わりにビルドインタイプアリアス「{0}」を使ってください。,ビルドインタイプが表す実際のタイプより、ビルドインタイプを使用を強制する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1122,UseStringEmptyForEmptyStrings,「""」の代わりに「string.Empty」を使ってください。,空文字列に「string.Empty」を使うことを強制する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1123,DoNotPlaceRegionsWithinElements,コード要素内ではregionの利用は許されていまん。#regionと#endregionタグの削除してください。,コードを読みづらくするため、コード要素内でregionの使用を禁止する。
TRUE,StyleCop.CSharp.ReadabilityRules,SA1124,DoNotUseRegions,regionの使用は禁止されています。#region及び#endregionタグを削除してください。,コードすべてにregionの使用を禁止する。
FALSE,StyleCop.CSharp.OrderingRules,SA1200,UsingDirectivesMustBePlacedWithinNamespace,すべての命令文を名前空間に設定してください。,名前空間がファイルに存在する場合は、すべての命令文に名前空間が記述されているか検証する。
TRUE,StyleCop.CSharp.OrderingRules,SA1201,ElementsMustAppearInTheCorrectOrder,すべての{0}は、 {1} の後に記述してください。,要素が正しい順に記述されているか検証する。
TRUE,StyleCop.CSharp.OrderingRules,SA1202,ElementsMustBeOrderedByAccess,すべての {0} {1} は、{2} {3}すべての後に記述してください。,同じタイプを要素がアクセス順に記述されていることを検証する。
TRUE,StyleCop.CSharp.OrderingRules,SA1203,ConstantsMustAppearBeforeFields,すべての定数及び読取り専用の{0} {1}は定数及び読取り専用ではない宣伝の前に記述してください。,定数と読取り専用のすべての要素が、定数でも読取り専用でもない同じタイプの要素の前に記述されていることを検証する。
TRUE,StyleCop.CSharp.OrderingRules,SA1204,StaticElementsMustAppearBeforeInstanceElements,すべてのstatic {0} {1}は非static {2} {3}に記述してください。,static要素すべてが、staticでは無い同じタイプの要素の前に記述されていることを検証する。
TRUE,StyleCop.CSharp.OrderingRules,SA1205,PartialElementsMustDeclareAccess,部分（partial）{0}にアクセス修飾子が定義されていません。StyleCopは、正しく要素のファイル位置を判定することができないかもしれません。すべての部分（partial）{1}にアクセス修飾子を宣伝してください,部分（partial）要素に部分（partial）要素の順を決めるのに必要なアクセスス修飾子が定義されていることを検証する。
TRUE,StyleCop.CSharp.OrderingRules,SA1206,DeclarationKeywordsMustFollowOrder,キーワード {0} をキーワード {1} の前に宣伝してください。,要素宣伝のキーワード順を検証する。
TRUE,StyleCop.CSharp.OrderingRules,SA1207,ProtectedMustComeBeforeInternal,キーワード「protected」は、キーワード「internal」の前に記述してください。,protect内部アクセスの要素の内部及びprotectedキーワードの順を検証する。
TRUE,StyleCop.CSharp.OrderingRules,SA1208,SystemUsingDirectivesMustBePlacedBeforeOtherUsingDirectives,命令を使うシステムは、その他の命令を使うものの前に記述してください。,システム名前空間の命令すべてが、その他の命令の前に記述されていることを検証する。
TRUE,StyleCop.CSharp.OrderingRules,SA1209,UsingAliasDirectivesMustBePlacedAfterOtherUsingDirectives,alias命令は、名前空間命令すべての後に記述してください。,題名の命令すべてが、名前空間の命令の後に記述されていることを検証する。
TRUE,StyleCop.CSharp.OrderingRules,SA1210,UsingDirectivesMustBeOrderedAlphabeticallyByNamespace,using命令は名前空間のアルファベット順に記述してください。,命令が名前空間のアルファベット順に記述されていることを検証する。
TRUE,StyleCop.CSharp.OrderingRules,SA1211,UsingAliasDirectivesMustBeOrderedAlphabeticallyByAliasName,alias命令は、alias名のアルファベット順に記述してください。,題名命令は題名のアルファベット順に記述されていることを検証する。
TRUE,StyleCop.CSharp.OrderingRules,SA1212,PropertyAccessorsMustFollowOrder,プロパティ及びindexer内のget-accessorはset-accessorの前に記述してください。,プロパティ及びインデックスで、getアセッサーがsetアセッサーの前に記述されていることを検証する。
TRUE,StyleCop.CSharp.OrderingRules,SA1213,EventAccessorsMustFollowOrder,イベント内のadd-accessorは、remove-accessorの前に記述してください。,イベント内で、addアセッサーがremoveアセッサーの前に記述されていることを検証する。
TRUE,StyleCop.CSharp.NamingRules,SA1300,ElementMustBeginWithUpperCaseLetter,{0}名の頭文字は大文字にしてください： {1}。,要素の特定タイプの名前の頭文字が大文字か検証する。
TRUE,StyleCop.CSharp.NamingRules,SA1301,ElementMustBeginWithLowerCaseLetter,{0}名の頭文字は小文字にしてください： {1}。,要素の特性タイプの名前の頭文字が小文字か検証する。
TRUE,StyleCop.CSharp.NamingRules,SA1302,InterfaceNamesMustBeginWithI,インターフェース名の頭文字は大文字「I」にしてください： {0}。,インターフェース名の頭文字が「I」か検証する。
TRUE,StyleCop.CSharp.NamingRules,SA1303,ConstFieldNamesMustBeginWithUpperCaseLetter,定数の頭文字は大文字にしてください： {0}.,定数の頭文字が大文字であることを検証する。
TRUE,StyleCop.CSharp.NamingRules,SA1304,NonPrivateReadonlyFieldsMustBeginWithUpperCaseLetter,privateに宣伝されていない読み取り専用の変数の頭文字は大文字にしてください： {0}。,privateに宣伝されていない、読取り専用のフィールド名の頭文字が大文字であることを検証する。
TRUE,StyleCop.CSharp.NamingRules,SA1305,FieldNamesMustNotUseHungarianNotation,変数名「{0}」の接頭辞は、ハンガリー記法に一致しています。接頭辞を削除するか、許可された接頭辞一覧に追加してください。,変数名がハンガリー記法に一致した小文字から始まらないか検証する。
TRUE,StyleCop.CSharp.NamingRules,SA1306,FieldNamesMustBeginWithLowerCaseLetter,変数名の頭文字は小文字にしてください： {0}.,変数名及びフィールド名の頭文字が小文字であることを検証する。
TRUE,StyleCop.CSharp.NamingRules,SA1307,AccessibleFieldsMustBeginWithUpperCaseLetter,Public及び内部フィールドの頭文字は大文字にしてください： {0}.,public及び内部フィールド名の頭文字が大文字であるか検証する。
TRUE,StyleCop.CSharp.NamingRules,SA1308,VariableNamesMustNotBePrefixed,半数名は「m_」から始めないでください。,メンバー変数名が「m_」で始まらないか検証する。
TRUE,StyleCop.CSharp.NamingRules,SA1309,FieldNamesMustNotBeginWithUnderscore,フィールド名は下線（「_」）から始めないでください。,フィールド名が下線（「_」）で始まれないか検証する。
FALSE,StyleCop.CSharp.NamingRules,SA1310,FieldNamesMustNotContainUnderscore,フィール名に下線（「_」）を含めないでください。,フィールド名に下線（「_」）が使われていないか検証する。
TRUE,StyleCop.CSharp.MaintainabilityRules,SA1400,AccessModifierMustBeDeclared,{0}にアクセス修飾子を記述してください。,要素にアクセス修飾子が宣伝されていることを検証する。
TRUE,StyleCop.CSharp.MaintainabilityRules,SA1401,FieldsMustBePrivate,フィールドをprivateにしてください。フィールドの値を公開するにはプロパティ(property)を使ってください。,フィールドがprivateで宣伝されているか検証する。
TRUE,StyleCop.CSharp.MaintainabilityRules,SA1402,FileMayOnlyContainASingleClass,C#ドキュメントのルートレベルのクラスは、すべてのクラスが同じタイプの部分（partial）クラスで無い場合は、１つしか記述しないで下さい。,C#ドキュメントのルートレベルが１クラスより多くないこを検証する。
TRUE,StyleCop.CSharp.MaintainabilityRules,SA1403,FileMayOnlyContainASingleNamespace,C#ドキュメントには名前空間１つしか含むことができません。,C#ドキュメントに１つより多い名前空間がないか検証する。
FALSE,StyleCop.CSharp.MaintainabilityRules,SA1404,CodeAnalysisSuppressionMustHaveJustification,コード文式抑制は、抑制の利用が必要です。,コード文式抑制に、抑制の利用が記述されていることを検証する。
